Country Name,Country Code,Region,IncomeGroup,Year,Life Expectancy World Bank,Prevelance of Undernourishment,CO2,Health Expenditure %,Education Expenditure %,Unemployment,Corruption,Sanitation,Injuries,Communicable,NonCommunicable
Brazil,BRA,Latin America & Caribbean,Upper middle income,2005,71.896,6.5,331690.002441406,8.03540993,4.47908020019531,9.56999969482422,,37.82821516,9338534.63,12613729.65,38596396.98
Barbados,BRB,Latin America & Caribbean,High income,2005,77.915,6.1,1419.99995708466,6.76892185,5.66965007781982,9.07999992370605,,,6964.33,10645.46,65131.52
Bhutan,BTN,South Asia,Lower middle income,2005,65.289,,319.999992847443,4.13416386,7.28714990615845,3.09999990463257,4.0,64.14853948,21050.03,118575.85,109994.43
Botswana,BWA,Sub-Saharan Africa,Upper middle income,2005,52.13,22.6,4280.00020980835,5.02535105,10.6785898208618,19.8139991760254,,,113190.38,1039433.38,322603.05
Central African Republic,CAF,Sub-Saharan Africa,Low income,2005,44.744,39.6,219.999998807907,4.36732149,1.65222001075745,5.69500017166138,2.5,19.09000526,310132.64,3766393.86,805165.65
Canada,CAN,North America,High income,2005,80.19268292682928,2.5,549030.029296875,9.03540611,4.76588010787964,6.76000022888184,,78.8857635,834411.4,396014.65,6949223.73
Switzerland,CHE,Europe & Central Asia,High income,2005,81.23658536585367,2.5,45849.9984741211,10.004179,5.05740022659302,4.44000005722046,,99.61608332,233140.53,78391.76,1738439.81
Chile,CHL,Latin America & Caribbean,High income,2005,77.63,3.1,55970.0012207031,6.58871555,3.26283001899719,9.34000015258789,,54.79560816,522744.09,296514.04,3000791.24
China,CHN,East Asia & Pacific,Upper middle income,2005,72.985,7.0,5824629.8828125,4.17605114,2.39000010490417,4.51999998092651,,21.15726769,45422072.3,35870314.03,287176624.3
Cote d'Ivoire,CIV,Sub-Saharan Africa,Lower middle income,2005,50.12,18.3,5880.00011444092,5.00643015,2.91944003105164,5.68800020217896,2.0,,701543.54,12763722.59,2980729.21
Cameroon,CMR,Sub-Saharan Africa,Lower middle income,2005,52.76,15.9,5019.99998092651,4.09544468,2.65651988983154,4.40000009536743,2.5,,706338.0,10894276.03,2906555.32
Colombia,COL,Latin America & Caribbean,Upper middle income,2005,74.265,11.2,57639.9993896484,6.06709814,4.02098989486694,11.0600004196167,,15.98945568,2538197.77,2048504.66,6570975.45
Comoros,COM,Sub-Saharan Africa,Lower middle income,2005,60.126,,150.000005960464,6.12521267,,4.91900014877319,2.5,,21218.36,194212.23,95084.32
Costa Rica,CRI,Latin America & Caribbean,Upper middle income,2005,78.117,4.4,6269.99998092651,6.66429853,,6.57000017166138,,37.65452496,114095.97,93285.96,622002.47
Cuba,CUB,Latin America & Caribbean,Upper middle income,2005,77.688,2.5,26319.9996948242,8.75525475,10.5577802658081,1.95000004768372,,39.53911216,337245.42,254054.3,2470075.1
Cyprus,CYP,Europe & Central Asia,High income,2005,78.63,7.6,7900.00009536743,5.43580961,6.28667020797729,5.30000019073486,,76.28757673,29343.02,10822.5,213014.06
Germany,DEU,Europe & Central Asia,High income,2005,78.93170731707318,2.5,802380.004882813,10.3115406,,11.1700000762939,,96.02317376,1911407.94,896837.54,23022502.15
Djibouti,DJI,Middle East & North Africa,Lower middle income,2005,57.991,31.3,430.000007152557,3.22467232,8.36588954925537,27.7199993133545,2.5,25.70526919,28409.67,310769.59,115615.6
Dominica,DMA,Latin America & Caribbean,Upper middle income,2005,,5.4,159.999996423721,4.97772503,,,4.0,,2451.31,3263.56,17698.11
Denmark,DNK,Europe & Central Asia,High income,2005,77.84390243902439,2.5,50200.0007629395,9.0905695,8.08557033538818,4.82999992370605,,86.80213806,132813.09,73621.14,1477458.19
Dominican Republic,DOM,Latin America & Caribbean,Upper middle income,2005,70.771,19.2,18690.0005340576,4.35389185,,6.59000015258789,,,393830.81,959580.3,1557582.1
Algeria,DZA,Middle East & North Africa,Lower middle income,2005,73.072,6.7,94190.0024414063,3.2351613,,15.2700004577637,,20.69066582,1366864.54,1966546.31,5744011.18
Ecuador,ECU,Latin America & Caribbean,Upper middle income,2005,74.112,22.4,28219.9993133545,5.59422016,,3.77999997138977,,40.2882852,715120.38,983555.77,2243594.19
Eritrea,ERI,Sub-Saharan Africa,Low income,2005,58.707,,600.000023841858,6.86417818,,5.26399993896484,2.5,,277294.0,1961413.94,757255.64
Spain,ESP,Europe & Central Asia,High income,2005,80.17073170731709,2.5,350500.0,7.73195314,4.14432001113892,9.14999961853027,,93.57243618,1088739.16,570654.23,10509981.76
Estonia,EST,Europe & Central Asia,High income,2005,72.56829268292682,2.5,17229.9995422363,5.05801439,4.81026983261108,8.02999973297119,,92.5955736,80311.4,25099.05,446760.95
Ethiopia,ETH,Sub-Saharan Africa,Low income,2005,56.223,37.1,5050.00019073486,4.10098124,,2.5,2.5,3.355939326,3104046.1,40790843.51,11007525.3
Finland,FIN,Europe & Central Asia,High income,2005,78.8170731707317,2.5,55459.9990844727,8.28795624,6.02507019042969,8.38000011444092,,81.27402788,220259.91,50383.55,1349234.33
Fiji,FJI,East Asia & Pacific,Upper middle income,2005,66.313,3.7,1289.99996185303,3.25656676,5.16705989837646,3.89000010490417,,,26104.33,59490.89,208811.06
France,FRA,Europe & Central Asia,High income,2005,80.16341463414635,2.5,380660.003662109,10.2148447,,8.48999977111816,,79.12016002,2062509.51,788320.25,14259166.56
Gabon,GAB,Sub-Saharan Africa,Upper middle income,2005,58.181,14.3,6059.99994277954,2.93410254,,16.9099998474121,,,55306.49,415769.22,250161.73
United Kingdom,GBR,Europe & Central Asia,High income,2005,79.04878048780489,2.5,540919.982910156,8.44144344,4.92918014526367,4.75,,97.8090057,1235891.42,1048445.02,16175728.55
Georgia,GEO,Europe & Central Asia,Upper middle income,2005,70.538,4.1,4239.99977111816,8.07734108,2.48431992530823,13.8100004196167,3.5,44.42891811,140712.61,163212.97,1404204.32
Ghana,GHA,Sub-Saharan Africa,Lower middle income,2005,58.719,11.2,7039.99996185303,3.64265633,7.42208003997803,5.61899995803833,3.5,6.278186159,689437.77,8669563.55,3585007.12
Guinea,GIN,Sub-Saharan Africa,Low income,2005,53.238,,1830.00004291534,4.04247189,1.84906005859375,4.65299987792969,2.5,,396400.73,5567493.44,1747669.3
Guinea-Bissau,GNB,Sub-Saharan Africa,Low income,2005,52.275,,209.999993443489,7.2509346,,6.21099996566772,2.5,5.167166109,79982.17,868753.46,267548.56
Equatorial Guinea,GNQ,Sub-Saharan Africa,Upper middle income,2005,54.449,,8319.99969482422,1.49993956,,8.75399971008301,,,32053.87,351480.0,110516.24
Greece,GRC,Europe & Central Asia,High income,2005,79.23902439024391,2.5,101949.996948242,8.56466961,3.96395993232727,9.98999977111816,,80.49946826,278666.21,121855.66,2912348.04
Grenada,GRD,Latin America & Caribbean,Upper middle income,2005,73.123,,250.0,5.14460278,,,4.0,,3276.98,4526.34,22360.38
Greenland,GRL,Europe & Central Asia,High income,2005,68.42731707317074,,,,,,,85.9105597,4603.47,1580.3,14679.89
Guatemala,GTM,Latin America & Caribbean,Upper middle income,2005,69.762,18.9,11529.9997329712,6.14832115,,3.05100011825562,,,854249.3,1709715.74,1988523.87
Guam,GUM,East Asia & Pacific,High income,2005,76.687,,,,,7.0,,,4330.42,5599.61,28689.37
Guyana,GUY,Latin America & Caribbean,Upper middle income,2005,66.694,7.1,1480.00001907349,3.79409742,8.13973045349121,11.0229997634888,3.0,,52305.0,90967.8,174664.72
Honduras,HND,Latin America & Caribbean,Lower middle income,2005,72.026,22.3,6969.99979019165,7.50086403,,4.90999984741211,3.0,43.24885745,365610.91,547094.01,1156325.62
Croatia,HRV,Europe & Central Asia,High income,2005,75.24463414634147,2.5,21450.0007629395,6.90785742,,12.6000003814697,,78.16265687,181964.7,66291.05,1335866.29
Haiti,HTI,Latin America & Caribbean,Lower middle income,2005,58.652,52.9,1700.00004768372,3.36843777,,14.4160003662109,2.0,,612947.93,2874077.9,2194067.61
Hungary,HUN,Europe & Central Asia,High income,2005,72.64878048780488,2.5,55919.9981689453,8.00078201,5.31888008117676,7.19000005722046,,66.18057915,448791.29,136255.69,3555087.57
Indonesia,IDN,East Asia & Pacific,Lower middle income,2005,67.334,19.2,342149.993896484,2.53189397,2.8728199005127,7.94000005722046,3.0,,6392259.59,27418345.71,44810321.32
India,IND,South Asia,Lower middle income,2005,64.5,21.6,1136469.97070313,3.79116249,3.18875002861023,5.61299991607666,3.5,15.3211176,53131679.51,245719584.3,202654074.7
Ireland,IRL,Europe & Central Asia,High income,2005,78.9439024390244,2.5,46650.0015258789,7.64583445,4.51898002624512,4.34000015258789,,61.81638528,101923.56,53506.3,907914.54
Iraq,IRQ,Middle East & North Africa,Upper middle income,2005,68.266,17.9,85129.997253418,2.89739919,,8.70600032806396,,35.41874191,2808835.54,2794695.17,4970213.55
Iceland,ISL,Europe & Central Asia,High income,2005,81.50243902439024,2.5,2289.99996185303,8.94695091,7.33843994140625,2.54999995231628,,52.10876373,6160.82,3169.09,57362.63
Israel,ISR,Middle East & North Africa,High income,2005,80.15121951219513,2.5,61009.9983215332,7.11729813,5.75459003448486,11.3400001525879,,83.60619892,162055.03,91859.52,1251607.89
Italy,ITA,Europe & Central Asia,High income,2005,80.78292682926829,2.5,473829.986572266,8.33931828,4.23829984664917,7.73000001907349,,95.66174191,1218313.84,589409.64,15509810.44
Jamaica,JAM,Latin America & Caribbean,Upper middle income,2005,74.148,7.4,10560.0004196167,4.54581738,4.61641979217529,11.2600002288818,,,71749.8,115066.87,448996.97
Jordan,JOR,Middle East & North Africa,Upper middle income,2005,72.595,5.5,19870.0008392334,8.59408951,4.92000007629395,14.8000001907349,,76.29189586,149371.49,257676.03,821488.14
Japan,JPN,East Asia & Pacific,High income,2005,81.92512195121952,2.5,1212819.94628906,7.65818596,3.31493997573853,4.44999980926514,,75.23085406,3727544.51,2003154.25,29099084.74
Kazakhstan,KAZ,Europe & Central Asia,Upper middle income,2005,65.86,7.3,169210.006713867,3.90172553,2.26353001594543,8.13000011444092,,,1260407.14,940183.39,4751056.39
Kenya,KEN,Sub-Saharan Africa,Lower middle income,2005,54.732,28.5,8319.99969482422,5.31436443,7.3356499671936,2.92400002479553,3.0,,948916.52,16008150.7,4450879.6
Cambodia,KHM,East Asia & Pacific,Lower middle income,2005,63.088,17.0,2660.00008583069,6.85401773,,1.13100004196167,2.5,,559323.51,3026336.11,2539947.42
Kiribati,KIR,East Asia & Pacific,Lower middle income,2005,64.478,5.3,70.0000002980232,11.50768661,,,3.5,19.76194639,4157.85,18994.87,29463.58
Kuwait,KWT,Middle East & North Africa,High income,2005,73.538,2.5,69910.0036621094,2.01313829,4.73833990097046,1.49500000476837,,100.0,58251.14,45014.32,315360.34
Lebanon,LBN,Middle East & North Africa,Lower middle income,2005,76.865,10.9,17280.0006866455,7.5486207,2.64618992805481,8.27999973297119,,10.69132357,94094.45,146384.15,827237.68
Liberia,LBR,Sub-Saharan Africa,Low income,2005,55.393,35.8,670.000016689301,9.68472099,,2.18600010871887,,,94838.99,1756070.71,480392.15
Libya,LBY,Middle East & North Africa,Upper middle income,2005,71.902,,52990.0016784668,2.59774685,,19.3929996490479,,23.83377084,177964.89,189096.68,838469.55
Sri Lanka,LKA,South Asia,Lower middle income,2005,74.695,14.0,13979.9995422363,4.00972462,2.25999999046326,7.67000007629395,3.5,,920999.31,864752.72,3779337.17
Lesotho,LSO,Sub-Saharan Africa,Lower middle income,2005,42.658,13.7,430.000007152557,5.44926691,12.0796604156494,31.3099994659424,3.5,18.12954316,150238.58,1587788.28,397447.7
Lithuania,LTU,Europe & Central Asia,High income,2005,71.25365853658538,2.5,12829.9999237061,5.64800453,4.87839984893799,8.31999969482422,,81.82996477,267015.64,68681.84,1097718.22
Luxembourg,LUX,Europe & Central Asia,High income,2005,79.43170731707318,2.5,11909.9998474121,7.18256855,,4.48999977111816,,91.05201612,12210.33,5297.73,109724.54
Latvia,LVA,Europe & Central Asia,High income,2005,71.35609756097561,2.5,7710.00003814697,5.84766769,,10.0299997329712,,52.14225955,160049.07,50267.45,820637.21
Morocco,MAR,Middle East & North Africa,Lower middle income,2005,71.746,5.5,43580.0018310547,4.76469755,,11.0100002288818,,34.50253434,1321307.72,3151648.95,5987944.71
Monaco,MCO,Europe & Central Asia,High income,2005,,,,2.11639619,,,,100.0,916.77,518.58,11457.88
Moldova,MDA,Europe & Central Asia,Upper middle income,2005,67.82,,8180.00030517578,9.55814838,7.16270017623901,7.28999996185303,3.0,,230090.31,153380.94,1326734.79
Madagascar,MDG,Sub-Saharan Africa,Low income,2005,61.212,33.4,1710.00003814697,5.20261955,3.3096399307251,2.61999988555908,3.5,5.267388146,501460.34,7259330.43,2955506.1
Maldives,MDV,South Asia,Upper middle income,2005,73.612,,720.000028610229,8.82753468,5.0168399810791,7.20100021362305,3.0,,5628.4,18672.08,41460.72
Mexico,MEX,Latin America & Caribbean,Upper middle income,2005,75.3,4.4,432190.002441406,5.83612156,4.84568977355957,3.55999994277954,,23.87717464,3689547.48,5020395.24,18291872.34
Marshall Islands,MHL,East Asia & Pacific,Upper middle income,2005,,,140.000000596046,21.95516396,,,,,2748.09,5861.95,12053.67
North Macedonia,MKD,Europe & Central Asia,Upper middle income,2005,73.69756097560976,5.0,9229.99954223633,7.67907524,,37.25,,12.90839277,61827.58,40937.94,596222.97
Mali,MLI,Sub-Saharan Africa,Low income,2005,52.057,13.3,1649.99997615814,5.19515705,3.52218008041382,9.68900012969971,3.5,9.398892124,559210.25,10106599.71,2255837.98
Malta,MLT,Middle East & North Africa,High income,2005,79.3,2.5,2630.00011444092,8.66396618,,6.92000007629395,,91.86797469,8549.32,5438.3,94981.89
Myanmar,MMR,East Asia & Pacific,Lower middle income,2005,61.607,27.8,10720.0002670288,2.3303194,,0.669000029563904,,60.16921715,2430622.1,11368021.64,12200872.26
Montenegro,MNE,Europe & Central Asia,Upper middle income,2005,73.9829268292683,5.5,2000.0,,,30.3099994659424,,,24388.38,11938.28,173993.42
Mongolia,MNG,East Asia & Pacific,Lower middle income,2005,65.103,29.6,11060.0004196167,3.75525045,,7.03900003433228,2.5,36.56402465,169657.73,249870.69,630709.38
Northern Mariana Islands,MNP,East Asia & Pacific,High income,2005,,,,,,,,,2477.92,1803.45,11462.81
Mozambique,MOZ,Sub-Saharan Africa,Low income,2005,50.387,33.3,1710.00003814697,4.39079046,4.00578022003174,3.01500010490417,3.0,,758310.49,14977648.67,3077260.34
Mauritania,MRT,Sub-Saharan Africa,Lower middle income,2005,61.349,9.4,1509.99999046326,3.40313458,,9.79199981689453,2.5,,109696.6,903726.12,416894.07
Mauritius,MUS,Sub-Saharan Africa,Upper middle income,2005,72.43219512195122,5.1,2960.00003814697,3.56529307,4.07819986343384,9.52000045776367,,,31439.56,40069.93,298252.99
Malawi,MWI,Sub-Saharan Africa,Low income,2005,47.844,22.5,759.999990463257,6.05505085,,5.84299993515015,3.0,20.43709735,387049.3,9646018.59,1988341.65
Malaysia,MYS,East Asia & Pacific,Upper middle income,2005,73.555,3.2,167419.998168945,2.78692698,,3.52999997138977,,66.67528614,712032.24,994880.16,4024568.88
Namibia,NAM,Sub-Saharan Africa,Upper middle income,2005,50.931,18.2,2529.99997138977,10.19230366,,22.2169990539551,,,102857.89,937307.7,320669.17
Niger,NER,Sub-Saharan Africa,Low income,2005,53.411,,759.999990463257,5.67636585,,3.09999990463257,3.0,9.256826745,606955.83,11877997.68,2237277.18
Nigeria,NGA,Sub-Saharan Africa,Lower middle income,2005,48.252,7.1,98720.0012207031,4.46591902,,3.87100005149841,3.0,22.85006965,4456443.11,102794721.2,23985556.96
Nicaragua,NIC,Latin America & Caribbean,Lower middle income,2005,71.195,23.3,4340.00015258789,6.22468948,,5.36999988555908,3.5,,169782.7,314709.73,773490.37
Netherlands,NLD,Europe & Central Asia,High income,2005,79.34634146341465,2.5,167929.992675781,9.09671688,5.10939979553223,5.86999988555908,,97.44871785,311494.4,230193.14,3856641.04
Norway,NOR,Europe & Central Asia,High income,2005,80.04146341463415,2.5,36349.9984741211,8.32839584,6.86506986618042,4.38000011444092,,60.23711656,121928.42,58752.71,1093892.9
Nepal,NPL,South Asia,Lower middle income,2005,65.264,16.8,3190.00005722046,3.94221067,3.3646399974823,1.45799994468689,2.5,17.84196037,915172.53,5289678.77,4161870.95
Nauru,NRU,East Asia & Pacific,High income,2005,,,70.0000002980232,10.30554104,,,,,796.93,1582.63,2871.04
New Zealand,NZL,East Asia & Pacific,High income,2005,79.85121951219514,2.5,34229.9995422363,8.27334881,6.27896022796631,3.80999994277954,,77.15227454,151701.35,42969.16,861869.62
Oman,OMN,Middle East & North Africa,High income,2005,74.23,9.6,31010.0002288818,2.5871408,3.51721000671387,4.18100023269653,,,128258.01,72765.89,340740.35
Pakistan,PAK,South Asia,Lower middle income,2005,63.951,17.6,121669.998168945,2.70793724,2.04972004890442,0.592999994754791,2.5,,9169537.74,57243295.55,29945847.7
Panama,PAN,Latin America & Caribbean,High income,2005,75.892,21.6,7119.99988555908,6.09434938,,3.75300002098084,,,102474.1,152201.63,485199.5
Peru,PER,Latin America & Caribbean,Upper middle income,2005,72.908,18.8,31290.0009155273,4.66595268,2.83903002738953,4.88000011444092,,19.55181157,888236.36,2091185.06,3913777.51
Philippines,PHL,East Asia & Pacific,Lower middle income,2005,69.112,14.4,76669.9981689453,3.74253011,2.32806992530823,3.79999995231628,,44.9191181,2765621.72,9624724.62,15005146.61
Palau,PLW,East Asia & Pacific,Upper middle income,2005,69.12926829268292,,259.999990463257,9.34274673,,,,,1215.63,1266.02,5574.76
Papua New Guinea,PNG,East Asia & Pacific,Lower middle income,2005,60.534,27.4,4929.99982833862,2.44874048,,2.40899991989136,3.0,,292855.17,1726131.09,1303390.94
Poland,POL,Europe & Central Asia,High income,2005,74.99512195121952,2.5,301350.006103516,5.80689144,5.42574977874756,17.75,,82.40894304,1685579.68,571468.85,10305672.48
Puerto Rico,PRI,Latin America & Caribbean,High income,2005,78.29609756097562,,,,,11.3500003814697,,32.52742854,130682.99,121832.96,860601.37
Portugal,PRT,Europe & Central Asia,High income,2005,78.0707317073171,2.5,65470.0012207031,9.65306759,5.07394981384277,7.57999992370605,,55.52606291,291533.98,217001.29,2866468.98
Paraguay,PRY,Latin America & Caribbean,Upper middle income,2005,71.667,9.5,3700.00004768372,4.82934666,,4.82000017166138,,48.52294749,194579.7,342022.23,870875.34
Qatar,QAT,Middle East & North Africa,High income,2005,78.252,,38540.0009155273,2.56300044,3.97187995910645,0.865000009536743,,71.1,37790.39,16381.68,114318.31
Romania,ROU,Europe & Central Asia,High income,2005,71.91219512195123,2.5,94709.9990844727,5.52778149,3.50039005279541,7.17000007629395,,53.69210189,905514.9,608802.23,6805217.17
Rwanda,RWA,Sub-Saharan Africa,Low income,2005,55.254,35.3,550.000011920929,8.77702618,,0.96399998664856,3.0,,481357.84,4075211.69,1448670.72
Saudi Arabia,SAU,Middle East & North Africa,High income,2005,73.256,4.8,315290.008544922,3.4186728,5.43092012405396,6.05000019073486,,40.91940937,1336192.76,830022.79,3589279.04
Sudan,SDN,Sub-Saharan Africa,Low income,2005,60.525,18.9,10500.0,4.09418106,1.17842996120453,14.9659996032715,2.0,,1540987.98,8185517.27,6219922.47
Senegal,SEN,Sub-Saharan Africa,Lower middle income,2005,60.62,18.1,5670.00007629395,3.67466164,4.06443023681641,8.89599990844727,3.0,15.68024181,322491.07,4130506.23,1764214.15
Singapore,SGP,East Asia & Pacific,High income,2005,79.99024390243903,,36900.0015258789,3.03367925,3.19596004486084,5.59000015258789,,100.0,77171.94,64744.4,610409.37
Solomon Islands,SLB,East Asia & Pacific,Lower middle income,2005,69.158,12.5,340.000003576279,9.0159359,,1.76499998569489,3.0,,32765.92,107279.74,135125.46
Sierra Leone,SLE,Sub-Saharan Africa,Low income,2005,44.502,46.7,449.999988079071,11.03772926,2.7969799041748,3.54699993133545,2.5,10.06994828,253447.1,4215134.36,1081435.51
El Salvador,SLV,Latin America & Caribbean,Lower middle income,2005,70.124,9.1,6840.00015258789,8.43694401,3.17785000801086,7.21999979019165,,,396304.86,309801.09,1009604.3
San Marino,SMR,Europe & Central Asia,High income,2005,,,,4.93253946,,,,70.3715,638.36,335.86,6590.17
Somalia,SOM,Sub-Saharan Africa,Low income,2005,52.346,70.8,579.999983310699,,,19.0130004882813,,18.73471509,649124.22,8867377.46,1955462.23
Serbia,SRB,Europe & Central Asia,Upper middle income,2005,72.83414634146342,2.5,50689.998626709,8.27808189,,20.8500003814697,3.0,20.9923978,345214.4,171285.08,3140391.95
South Sudan,SSD,Sub-Saharan Africa,Low income,2005,51.686,,910.000026226044,,,12.1129999160767,,,278087.18,4830779.77,1146749.74
Sao Tome and Principe,STP,Sub-Saharan Africa,Lower middle income,2005,64.659,9.0,79.9999982118607,11.51630402,4.85645008087158,16.4699993133545,3.5,18.07229649,3303.5,35858.7,24876.27
Suriname,SUR,Latin America & Caribbean,Upper middle income,2005,68.877,9.7,1690.00005722046,5.61497545,,9.38300037384033,,30.12066231,22512.71,46130.37,102824.78
Slovenia,SVN,Europe & Central Asia,High income,2005,77.61219512195122,2.5,15920.0000762939,7.99595737,5.60408020019531,6.51000022888184,,35.40524102,99672.2,25694.8,499367.7
Sweden,SWE,Europe & Central Asia,High income,2005,80.54634146341465,2.5,50209.9990844727,8.1508379,6.5064001083374,7.48999977111816,,93.32304405,234427.85,95541.13,2261659.75
Eswatini,SWZ,Sub-Saharan Africa,Lower middle income,2005,42.518,9.2,660.000026226044,7.37623358,6.48462009429932,27.0650005340576,,,71512.25,861519.88,201412.21
Seychelles,SYC,Sub-Saharan Africa,High income,2005,72.13170731707318,,379.999995231628,4.97854805,,,,,2672.12,4045.87,18966.68
Chad,TCD,Sub-Saharan Africa,Low income,2005,48.549,37.8,479.999989271164,4.84111404,1.69476997852325,0.871999979019165,2.0,8.712721622,461705.69,8179869.0,1633792.09
Togo,TGO,Sub-Saharan Africa,Low income,2005,54.602,27.7,1750.0,3.30243444,3.15978002548218,4.21799993515015,2.0,6.445433433,237367.78,2931127.4,838432.01
Thailand,THA,East Asia & Pacific,Upper middle income,2005,72.099,11.9,217770.004272461,3.15972233,3.93859004974365,1.35000002384186,,20.83306438,3207563.32,3589906.11,12278717.43
Tajikistan,TJK,Europe & Central Asia,Lower middle income,2005,66.08,,2470.00002861023,5.21024704,3.51213002204895,13.1280002593994,2.0,,225925.88,943006.31,1171673.56
Turkmenistan,TKM,Europe & Central Asia,Upper middle income,2005,65.017,4.2,50590.0001525879,9.55530357,,7.49900007247925,,,170335.21,456272.07,1008326.37
Tonga,TON,East Asia & Pacific,Upper middle income,2005,69.836,,129.999995231628,4.51536036,,2.49499988555908,2.0,33.78822907,2262.66,6524.57,18960.9
Trinidad and Tobago,TTO,Latin America & Caribbean,High income,2005,70.691,11.1,17590.0001525879,4.43451166,,7.94999980926514,,,61457.43,62532.84,308281.34
Tunisia,TUN,Middle East & North Africa,Lower middle income,2005,74.217,4.3,22969.9993133545,5.3973608,6.4515700340271,12.8699998855591,,60.22148683,325757.52,382555.76,1853262.65
Tuvalu,TUV,East Asia & Pacific,Upper middle income,2005,,,9.99999977648258,11.35907459,,,,4.744718833,432.67,827.01,2850.85
Tanzania,TZA,Sub-Saharan Africa,Lower middle income,2005,54.349,28.4,5659.99984741211,6.32282591,3.54625010490417,3.2260000705719,3.5,10.88696901,1180760.48,21557410.37,6227868.62
Uganda,UGA,Sub-Saharan Africa,Low income,2005,51.676,,2019.99998092651,5.80522776,2.90000009536743,1.89999997615814,3.0,,1048187.46,18333602.59,4056306.71
Ukraine,UKR,Europe & Central Asia,Lower middle income,2005,67.95682926829268,2.5,295410.003662109,6.3461585,5.84819984436035,7.17999982833862,,44.28034585,3365664.44,1657489.63,19601692.02
Uruguay,URY,Latin America & Caribbean,High income,2005,75.826,3.9,5420.00007629395,7.75686073,2.71475005149841,12.0100002288818,,,126492.01,91430.19,817561.79
United States,USA,North America,High income,2005,77.48780487804878,2.5,5753490.234375,14.60504532,,5.07999992370605,,97.8283804,9557153.09,5173587.74,77679918.33
Uzbekistan,UZB,Europe & Central Asia,Lower middle income,2005,68.407,14.7,119190.002441406,5.06766796,,7.09299993515015,1.5,,1084746.33,2714642.35,5988537.43
Vietnam,VNM,East Asia & Pacific,Lower middle income,2005,74.092,15.5,92370.002746582,4.01387453,,2.09500002861023,3.0,,2926027.74,4927531.22,14154591.85
Vanuatu,VUT,East Asia & Pacific,Lower middle income,2005,68.35,6.9,70.0000002980232,3.30528617,,1.73399996757507,3.0,,9632.52,30569.41,45276.84
Samoa,WSM,East Asia & Pacific,Lower middle income,2005,70.374,3.4,209.999993443489,4.76252794,,5.29400014877319,4.0,48.06377249,6605.1,8848.71,37241.57
South Africa,ZAF,Sub-Saharan Africa,Upper middle income,2005,53.447,3.4,377649.993896484,7.68997431,4.52449989318848,29.1200008392334,,,4255278.03,25566395.36,9560436.89
Zambia,ZMB,Sub-Saharan Africa,Low income,2005,48.496,,2289.99996185303,6.86332226,1.73553001880646,15.8999996185303,3.0,,437126.89,8445949.53,1863803.54
Zimbabwe,ZWE,Sub-Saharan Africa,Lower middle income,2005,43.241,,10510.0002288818,,,4.53800010681152,1.5,30.13274429,433277.18,9044541.66,1783247.78
Afghanistan,AFG,South Asia,Low income,2006,58.826,33.3,1759.99999046326,10.62276554,2.90000009536743,11.0989999771118,2.5,,2353206.39,8223377.95,6340825.63
Angola,AGO,Sub-Saharan Africa,Lower middle income,2006,51.143,49.3,16559.9994659424,2.68553662,2.28146004676819,3.85800004005432,2.5,,1261954.18,10718718.62,3088844.29
Albania,ALB,Europe & Central Asia,Upper middle income,2006,75.423,8.8,4010.00022888184,6.00927734,3.1914598941803,15.6300001144409,2.5,42.39121173,89182.27,90917.84,557300.83
Andorra,AND,Europe & Central Asia,High income,2006,,,550.000011920929,5.06450415,2.24489998817444,,,57.71178438,2028.94,832.08,16247.67
United Arab Emirates,ARE,Middle East & North Africa,High income,2006,75.573,8.3,121559.997558594,2.3254137,,2.93700003623962,,74.56568765,191991.17,75087.5,649626.54
Argentina,ARG,Latin America & Caribbean,Upper middle income,2006,74.62,3.4,154899.993896484,7.64032841,4.12821006774902,10.0799999237061,,49.11201065,1347931.57,1436963.34,8304714.97
Armenia,ARM,Europe & Central Asia,Upper middle income,2006,72.716,9.3,4489.99977111816,5.85007095,2.71577000617981,9.99699974060059,3.5,48.09726053,93356.64,104959.6,802931.28
American Samoa,ASM,East Asia & Pacific,Upper middle income,2006,,,,,14.7170495986938,,,,1643.51,2438.41,11381.34
Antigua and Barbuda,ATG,Latin America & Caribbean,High income,2006,75.204,,439.999997615814,4.63347101,,,,,2207.7,2853.61,15599.46
Australia,AUS,East Asia & Pacific,High income,2006,81.04146341463415,2.5,375489.990234375,7.98943853,4.74065017700195,4.78000020980835,,60.72271904,620166.47,208949.56,4335611.65
Austria,AUT,Europe & Central Asia,High income,2006,79.88048780487806,2.5,74099.9984741211,9.5311327,5.22652006149292,5.23999977111816,,99.66108998,231352.73,75740.57,2099786.94
Azerbaijan,AZE,Europe & Central Asia,Upper middle income,2006,69.259,2.8,30489.9997711182,2.06678391,2.55552005767822,6.61999988555908,2.5,23.68295256,235261.82,797478.5,2025824.48
Burundi,BDI,Sub-Saharan Africa,Low income,2006,54.163,,180.000007152557,9.94232273,,1.61199998855591,2.5,,472565.17,4430980.04,1225087.97
Belgium,BEL,Europe & Central Asia,High income,2006,79.38048780487804,2.5,108650.001525879,9.16102505,,8.25,,76.48826649,394780.43,163516.04,2682815.39
Benin,BEN,Sub-Saharan Africa,Lower middle income,2006,57.817,11.0,3470.00002861023,2.97331023,2.56340003013611,0.860000014305115,3.5,,321592.71,4380012.24,1347798.26
